code,school_name,category,year,total_enrollment,grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,female_count,male_count,asian_count,black_count,hispanic_count,other_count,white_count,ela_test_takers,ela_l1,ela_l2,ela_l3,ela_l4,ela_l3_l4,math_test_takers,math_l1,math_l2,math_l3,math_l4,math_l3_l4
15K169,P.S. 169 Sunset Park,Reside in temporary housing,2015-16,159,42,21,15,43,23,15,0,0,0,75,84,70,0,88,0,0,76,25,31,14,6,20,80,16,32,17,15,32
15K169,P.S. 169 Sunset Park,Students with Disabilities,2015-16,228,29,20,47,48,45,39,0,0,0,63,165,46,0,166,0,12,125,88,32,0,0,0,126,79,32,0,0,15
15K172,P.S. 170 Beacon School of Excellence,All Students,2015-16,551,98,84,88,98,90,93,0,0,0,268,283,35,0,424,0,69,258,0,0,126,102,228,265,0,7,65,193,258
15K172,P.S. 170 Beacon School of Excellence,Attend school outside district of residence,2015-16,83,9,0,0,19,19,23,0,0,0,42,41,0,15,57,0,6,57,0,0,33,16,49,60,0,0,22,36,58
15K172,P.S. 170 Beacon School of Excellence,English Language Learners,2015-16,149,47,30,32,23,7,10,0,0,0,76,73,6,0,134,0,8,32,0,0,24,6,30,35,0,0,11,21,32
15K172,P.S. 170 Beacon School of Excellence,Poverty,2015-16,470,78,71,73,90,73,85,0,0,0,229,241,25,0,377,0,52,225,0,0,109,86,195,232,0,7,57,168,225
15K172,P.S. 170 Beacon School of Excellence,Reside in temporary housing,2015-16,19,0,0,0,8,6,0,0,0,0,10,9,0,0,18,0,0,13,0,0,8,0,12,13,0,0,0,10,12
15K172,P.S. 170 Beacon School of Excellence,Students with Disabilities,2015-16,150,18,18,28,28,28,30,0,0,0,52,98,0,7,123,0,16,75,0,0,44,19,63,79,0,0,11,66,77
15K230,P.S. 030 Doris L. Cohen,All Students,2015-16,1138,195,183,194,209,176,181,0,0,0,527,611,533,16,361,16,212,534,130,149,152,103,255,544,163,139,96,146,242
15K230,P.S. 030 Doris L. Cohen,Attend school outside district of residence,2015-16,132,11,17,30,18,30,26,0,0,0,61,71,60,0,39,0,24,68,11,24,17,16,33,68,15,16,13,24,37
15K230,P.S. 030 Doris L. Cohen,English Language Learners,2015-16,370,86,70,70,67,39,38,0,0,0,177,193,193,0,142,0,32,131,76,40,0,0,15,140,81,44,0,0,15
15K230,P.S. 030 Doris L. Cohen,Poverty,2015-16,1138,195,183,194,209,176,181,0,0,0,527,611,533,16,361,16,212,534,130,149,152,103,255,544,163,139,96,146,242
15K230,P.S. 030 Doris L. Cohen,Reside in temporary housing,2015-16,206,45,46,31,32,23,29,0,0,0,97,109,100,0,92,0,9,76,20,36,0,0,20,83,30,25,16,12,28
15K230,P.S. 030 Doris L. Cohen,Students with Disabilities,2015-16,198,26,29,33,39,38,33,0,0,0,65,133,55,0,112,0,27,103,77,19,0,0,7,103,78,20,0,0,0
15K261,P.S. 061 Philip Livingston,All Students,2015-16,761,145,122,128,130,114,122,0,0,0,355,406,38,230,168,34,291,158,19,56,49,34,83,152,28,37,45,42,87
15K261,P.S. 061 Philip Livingston,Attend school outside district of residence,2015-16,347,59,46,54,76,51,61,0,0,0,168,179,15,165,66,16,85,67,7,20,27,13,40,66,12,16,23,15,38
15K261,P.S. 061 Philip Livingston,Poverty,2015-16,304,57,45,45,56,48,53,0,0,0,147,157,6,129,112,6,51,43,14,16,0,0,13,40,16,13,0,0,11
15K261,P.S. 061 Philip Livingston,Students with Disabilities,2015-16,155,22,20,22,27,30,34,0,0,0,62,93,0,54,58,0,35,18,8,6,0,0,0,17,9,6,0,0,0
15K295,P.S. 095,All Students,2015-16,455,69,69,71,92,77,77,0,0,0,218,237,52,27,211,22,143,237,48,61,85,43,128,239,29,63,83,64,147
15K295,P.S. 095,Attend school outside district of residence,2015-16,111,14,13,16,24,23,21,0,0,0,54,57,0,21,35,0,40,65,13,14,23,15,38,66,13,16,20,17,37
15K295,P.S. 095,English Language Learners,2015-16,80,16,12,20,15,6,11,0,0,0,36,44,26,0,45,0,8,28,20,7,0,0,0,31,11,11,0,0,9
15K295,P.S. 095,Poverty,2015-16,455,69,69,71,92,77,77,0,0,0,218,237,52,27,211,22,143,237,48,61,85,43,128,239,29,63,83,64,147
15K295,P.S. 095,Reside in temporary housing,2015-16,24,6,0,0,0,0,0,0,0,0,9,15,0,0,20,0,0,12,0,0,0,0,0,12,0,6,0,0,0
15K295,P.S. 095,Students with Disabilities,2015-16,119,19,19,14,22,21,24,0,0,0,42,77,0,9,67,0,35,65,30,20,0,0,15,64,19,27,0,0,18
15K321,P.S. 301 William Penn,All Students,2015-16,1459,233,258,229,254,255,230,0,0,0,724,735,96,63,116,85,1099,430,12,60,181,177,358,448,13,51,118,266,384
15K321,P.S. 301 William Penn,Attend school outside district of residence,2015-16,89,8,8,18,11,22,22,0,0,0,46,43,0,11,9,0,61,31,0,0,17,9,26,31,0,0,9,16,25
15K321,P.S. 301 William Penn,English Language Learners,2015-16,29,9,0,0,0,7,0,0,0,0,12,17,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0
15K321,P.S. 301 William Penn,Poverty,2015-16,110,13,16,18,23,17,23,0,0,0,55,55,11,23,33,10,33,29,0,9,13,0,16,28,0,9,11,0,15
15K321,P.S. 301 William Penn,Reside in temporary housing,2015-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K321,P.S. 301 William Penn,Students with Disabilities,2015-16,192,19,31,35,40,34,33,0,0,0,64,128,11,15,24,14,128,43,9,10,0,0,24,42,9,16,7,10,17
15K442,M.S. 440 Carroll Gardens School for Innovation,English Language Learners,2015-16,15,0,0,0,0,0,0,0,0,10,0,0,6,0,8,0,0,12,7,0,0,0,0,12,0,8,0,0,0
15K418,#N/A,All Students,2015-16,292,50,49,44,49,47,53,0,0,0,139,153,29,17,43,14,189,115,7,29,54,25,79,116,9,37,33,37,70
15K418,#N/A,Attend school outside district of residence,2015-16,44,0,0,0,11,8,13,0,0,0,12,32,0,8,11,0,18,24,0,9,10,0,12,25,0,7,9,0,14
15K418,#N/A,English Language Learners,2015-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K418,#N/A,Poverty,2015-16,39,0,9,6,7,11,0,0,0,0,15,24,8,0,11,0,15,20,0,9,6,0,8,20,0,7,6,0,8
15K418,#N/A,Reside in temporary housing,2015-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K418,#N/A,Students with Disabilities,2015-16,23,0,0,0,0,0,0,0,0,0,10,13,0,0,6,0,13,7,0,0,0,0,0,6,0,0,0,0,0
15K429,Brooklyn School for Global Studies,All Students,2015-16,54,0,0,0,0,0,0,0,31,23,25,29,0,27,27,0,0,51,19,21,0,0,11,50,34,13,0,0,0
15K429,Brooklyn School for Global Studies,Attend school outside district of residence,2015-16,13,0,0,0,0,0,0,0,7,6,7,6,0,8,0,0,0,13,0,6,0,0,0,13,6,0,0,0,0
15K429,Brooklyn School for Global Studies,English Language Learners,2015-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K429,Brooklyn School for Global Studies,Poverty,2015-16,48,0,0,0,0,0,0,0,27,21,22,26,0,23,25,0,0,45,16,21,0,0,8,44,30,12,0,0,0
15K429,Brooklyn School for Global Studies,Reside in temporary housing,2015-16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0
16K243,P.S. 043K- The Weeksville School,English Language Learners,2015-16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K429,Brooklyn School for Global Studies,Students with Disabilities,2015-16,26,0,0,0,0,0,0,0,15,11,8,18,0,10,16,0,0,23,12,9,0,0,0,22,20,0,0,0,0
15K442,M.S. 440 Carroll Gardens School for Innovation,All Students,2015-16,217,0,0,0,0,0,0,78,64,75,68,149,0,57,101,0,42,191,52,85,42,12,54,169,56,69,22,22,44
15K442,M.S. 440 Carroll Gardens School for Innovation,Attend school outside district of residence,2015-16,68,0,0,0,0,0,0,20,23,25,22,46,0,29,28,0,7,65,19,31,0,0,15,57,17,28,0,7,12
15K442,M.S. 440 Carroll Gardens School for Innovation,Poverty,2015-16,217,0,0,0,0,0,0,78,64,75,68,149,0,57,101,0,42,191,52,85,42,12,54,169,56,69,22,22,44
15K442,M.S. 440 Carroll Gardens School for Innovation,Reside in temporary housing,2015-16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,10,0,0,0,0,0
15K442,M.S. 440 Carroll Gardens School for Innovation,Students with Disabilities,2015-16,74,0,0,0,0,0,0,27,24,23,15,59,0,19,33,0,16,64,33,24,0,0,7,58,28,22,0,0,8
15K443,New Voices School of Academic & Creative Arts,All Students,2015-16,541,0,0,0,0,0,0,188,181,172,361,180,31,68,192,7,243,504,26,100,214,164,378,429,46,112,142,129,271
15K443,New Voices School of Academic & Creative Arts,Attend school outside district of residence,2015-16,157,0,0,0,0,0,0,42,49,66,104,53,0,42,49,0,49,146,7,39,60,40,100,119,19,40,37,23,60
15K443,New Voices School of Academic & Creative Arts,English Language Learners,2015-16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
15K443,New Voices School of Academic & Creative Arts,Poverty,2015-16,541,0,0,0,0,0,0,188,181,172,361,180,31,68,192,7,243,504,26,100,214,164,378,429,46,112,142,129,271
15K443,New Voices School of Academic & Creative Arts,Reside in temporary housing,2015-16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,6,0,0,0,0,0
15K443,New Voices School of Academic & Creative Arts,Students with Disabilities,2015-16,119,0,0,0,0,0,0,42,37,40,58,61,0,15,53,0,45,112,24,49,30,9,39,101,36,38,19,8,27
15K447,The Math & Science Exploratory School,All Students,2015-16,525,0,0,0,0,0,0,180,174,171,247,278,42,90,106,12,275,447,6,69,164,208,372,380,14,69,103,194,297
15K447,The Math & Science Exploratory School,Attend school outside district of residence,2015-16,180,0,0,0,0,0,0,51,59,70,75,105,0,60,31,0,72,150,0,0,66,55,121,123,7,29,39,48,87
15K447,The Math & Science Exploratory School,English Language Learners,2015-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K447,The Math & Science Exploratory School,Poverty,2015-16,525,0,0,0,0,0,0,180,174,171,247,278,42,90,106,12,275,447,6,69,164,208,372,380,14,69,103,194,297
15K447,The Math & Science Exploratory School,Reside in temporary housing,2015-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K447,The Math & Science Exploratory School,Students with Disabilities,2015-16,92,0,0,0,0,0,0,32,25,35,23,69,0,16,23,0,45,73,6,28,30,9,39,70,12,25,17,16,33
15K448,Brooklyn Secondary School for Collaborative Studie,All Students,2015-16,264,0,0,0,0,0,0,79,90,95,139,125,0,96,132,0,27,57,24,20,0,0,13,55,32,17,0,0,6
15K448,Brooklyn Secondary School for Collaborative Studie,Attend school outside district of residence,2015-16,93,0,0,0,0,0,0,34,22,37,52,41,0,45,36,0,8,17,6,6,0,0,0,16,9,6,0,0,0
15K448,Brooklyn Secondary School for Collaborative Studie,English Language Learners,2015-16,30,0,0,0,0,0,0,0,0,14,18,12,0,0,23,0,0,9,0,0,0,0,0,10,6,0,0,0,0
15K448,Brooklyn Secondary School for Collaborative Studie,Poverty,2015-16,187,0,0,0,0,0,0,49,62,76,95,92,0,62,107,0,13,39,19,14,0,0,6,37,22,12,0,0,0
15K448,Brooklyn Secondary School for Collaborative Studie,Reside in temporary housing,2015-16,13,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K448,Brooklyn Secondary School for Collaborative Studie,Students with Disabilities,2015-16,111,0,0,0,0,0,0,34,33,44,58,53,0,39,61,0,9,16,10,0,0,0,0,15,13,0,0,0,0
15K464,Park Slope Collegiate,All Students,2015-16,167,0,0,0,0,0,0,73,46,48,69,98,0,35,55,0,62,144,44,59,31,10,41,103,37,29,28,9,37
15K464,Park Slope Collegiate,Attend school outside district of residence,2015-16,56,0,0,0,0,0,0,25,14,17,28,28,0,22,17,0,13,47,15,24,0,0,8,31,16,9,0,0,6
15K464,Park Slope Collegiate,English Language Learners,2015-16,17,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,14,12,0,0,0,0,9,7,0,0,0,0
15K464,Park Slope Collegiate,Poverty,2015-16,95,0,0,0,0,0,0,34,24,37,44,51,0,25,49,0,10,86,40,35,0,0,11,51,30,15,0,0,6
15K464,Park Slope Collegiate,Reside in temporary housing,2015-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K464,Park Slope Collegiate,Students with Disabilities,2015-16,51,0,0,0,0,0,0,20,17,14,22,29,0,13,24,0,12,43,27,11,0,0,0,31,23,0,0,0,6
15K676,Red Hook Neighborhood School,English Language Learners,2015-16,19,0,6,0,0,0,0,0,0,0,10,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K497,School for International Studies,All Students,2015-16,175,0,0,0,0,0,0,103,41,31,75,100,11,57,61,8,38,145,65,59,15,6,21,139,74,43,14,8,22
15K497,School for International Studies,Attend school outside district of residence,2015-16,54,0,0,0,0,0,0,26,16,12,25,29,0,23,16,0,8,44,21,19,0,0,0,39,23,15,0,0,0
15K497,School for International Studies,English Language Learners,2015-16,28,0,0,0,0,0,0,17,0,0,11,17,0,0,10,0,11,20,16,0,0,0,0,23,16,0,0,0,0
15K497,School for International Studies,Poverty,2015-16,108,0,0,0,0,0,0,57,29,22,47,61,0,38,45,0,14,91,48,38,0,0,0,85,51,27,0,0,7
15K497,School for International Studies,Reside in temporary housing,2015-16,16,0,0,0,0,0,0,9,0,0,8,8,0,7,0,0,0,14,9,0,0,0,0,13,10,0,0,0,0
15K497,School for International Studies,Students with Disabilities,2015-16,58,0,0,0,0,0,0,31,17,10,24,34,0,22,28,0,6,50,39,10,0,0,0,46,38,7,0,0,0
15K516,Sunset Park Avenues Elementary School,All Students,2015-16,227,90,86,51,0,0,0,0,0,0,106,121,71,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K516,Sunset Park Avenues Elementary School,Attend school outside district of residence,2015-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K516,Sunset Park Avenues Elementary School,English Language Learners,2015-16,146,54,60,32,0,0,0,0,0,0,62,84,62,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K516,Sunset Park Avenues Elementary School,Poverty,2015-16,212,84,78,50,0,0,0,0,0,0,98,114,67,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K516,Sunset Park Avenues Elementary School,Reside in temporary housing,2015-16,20,14,0,0,0,0,0,0,0,0,10,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K516,Sunset Park Avenues Elementary School,Students with Disabilities,2015-16,33,14,11,8,0,0,0,0,0,0,9,24,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K676,Red Hook Neighborhood School,All Students,2015-16,185,29,41,32,32,22,29,0,0,0,80,105,0,89,88,0,0,79,52,24,0,0,0,79,47,26,0,0,6
15K676,Red Hook Neighborhood School,Attend school outside district of residence,2015-16,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K676,Red Hook Neighborhood School,Poverty,2015-16,173,27,38,29,31,21,27,0,0,0,74,99,0,81,84,0,0,76,49,24,0,0,0,76,46,24,0,0,6
15K676,Red Hook Neighborhood School,Reside in temporary housing,2015-16,44,0,8,10,0,6,9,0,0,0,20,24,0,21,20,0,0,20,13,6,0,0,0,20,12,7,0,0,0
15K676,Red Hook Neighborhood School,Students with Disabilities,2015-16,34,0,0,7,7,7,0,0,0,0,10,24,0,22,12,0,0,19,17,0,0,0,0,19,16,0,0,0,0
15K821,Sunset Park Prep,All Students,2015-16,515,0,0,0,0,0,0,171,171,173,242,273,100,0,386,0,22,508,97,227,143,41,184,443,94,179,92,78,170
15K821,Sunset Park Prep,Attend school outside district of residence,2015-16,66,0,0,0,0,0,0,10,23,33,38,28,0,0,57,0,0,65,16,25,0,0,24,53,18,20,7,8,15
15K821,Sunset Park Prep,English Language Learners,2015-16,75,0,0,0,0,0,0,50,13,12,34,41,17,0,56,0,0,72,45,21,0,0,6,72,33,29,0,0,10
15K821,Sunset Park Prep,Poverty,2015-16,515,0,0,0,0,0,0,171,171,173,242,273,100,0,386,0,22,508,97,227,143,41,184,443,94,179,92,78,170
15K821,Sunset Park Prep,Reside in temporary housing,2015-16,15,0,0,0,0,0,0,0,0,7,9,6,0,0,13,0,0,15,0,0,7,0,8,13,0,0,0,0,0
15K821,Sunset Park Prep,Students with Disabilities,2015-16,109,0,0,0,0,0,0,36,37,36,38,71,7,0,99,0,0,107,55,40,0,0,12,104,50,44,0,0,10
15K839,M.S. 839,All Students,2015-16,106,0,0,0,0,0,0,106,0,0,45,61,0,15,35,0,38,75,17,31,18,9,27,73,18,33,15,7,22
15K839,M.S. 839,Attend school outside district of residence,2015-16,21,0,0,0,0,0,0,21,0,0,10,11,0,6,11,0,0,14,0,0,0,0,0,14,0,6,0,0,0
15K839,M.S. 839,English Language Learners,2015-16,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15K839,M.S. 839,Poverty,2015-16,106,0,0,0,0,0,0,106,0,0,45,61,0,15,35,0,38,75,17,31,18,9,27,73,18,33,15,7,22
15K839,M.S. 839,Reside in temporary housing,2015-16,10,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,7,0,0,0,0,0
15K839,M.S. 839,Students with Disabilities,2015-16,25,0,0,0,0,0,0,25,0,0,11,14,0,0,12,0,8,20,10,0,0,0,0,20,10,8,0,0,0
16K005,P.S. 005 Dr. Ronald Mcnair,All Students,2015-16,212,24,35,35,48,44,26,0,0,0,109,103,0,169,33,0,6,81,12,26,30,13,43,76,17,15,25,19,44
16K005,P.S. 005 Dr. Ronald Mcnair,Attend school outside district of residence,2015-16,82,12,8,14,23,14,11,0,0,0,37,45,0,62,17,0,0,37,7,15,0,0,15,35,11,8,10,6,16
16K005,P.S. 005 Dr. Ronald Mcnair,Poverty,2015-16,184,23,33,29,38,39,22,0,0,0,96,88,0,143,33,0,0,70,10,24,27,9,36,65,16,11,21,17,38
16K005,P.S. 005 Dr. Ronald Mcnair,Reside in temporary housing,2015-16,81,11,10,11,21,17,11,0,0,0,43,38,0,64,11,0,0,33,7,9,0,0,17,31,9,10,0,0,12
16K005,P.S. 005 Dr. Ronald Mcnair,Students with Disabilities,2015-16,69,0,12,0,21,18,8,0,0,0,32,37,0,56,12,0,0,20,7,8,0,0,0,17,11,0,0,0,0
16K021,P.S. 001 Crispus Attucks,All Students,2015-16,569,84,95,93,102,86,109,0,0,0,288,281,0,509,43,0,10,238,56,89,79,14,93,238,58,80,60,40,100
16K021,P.S. 001 Crispus Attucks,Attend school outside district of residence,2015-16,177,15,32,32,27,35,36,0,0,0,74,103,0,166,10,0,0,83,12,37,0,0,34,82,22,21,23,16,39
16K021,P.S. 001 Crispus Attucks,English Language Learners,2015-16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
16K021,P.S. 001 Crispus Attucks,Poverty,2015-16,569,84,95,93,102,86,109,0,0,0,288,281,0,509,43,0,10,238,56,89,79,14,93,238,58,80,60,40,100
16K021,P.S. 001 Crispus Attucks,Reside in temporary housing,2015-16,52,8,6,13,12,6,7,0,0,0,27,25,0,47,0,0,0,20,0,8,7,0,8,19,0,6,0,6,8
16K021,P.S. 001 Crispus Attucks,Students with Disabilities,2015-16,106,7,12,17,22,19,29,0,0,0,38,68,0,93,8,0,0,39,22,15,0,0,0,40,22,15,0,0,0
16K025,P.S. 005 Eubie Blake School,All Students,2015-16,131,14,21,26,22,26,22,0,0,0,65,66,0,85,37,0,0,62,32,15,0,0,15,62,28,18,0,0,16
16K025,P.S. 005 Eubie Blake School,Attend school outside district of residence,2015-16,30,0,6,0,0,11,0,0,0,0,18,12,0,21,7,0,0,18,10,6,0,0,0,18,9,6,0,0,0
16K025,P.S. 005 Eubie Blake School,English Language Learners,2015-16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16K025,P.S. 005 Eubie Blake School,Poverty,2015-16,127,14,20,24,22,26,21,0,0,0,64,63,0,83,35,0,0,61,32,14,0,0,15,61,28,18,0,0,15
16K025,P.S. 005 Eubie Blake School,Students with Disabilities,2015-16,43,0,0,0,8,14,12,0,0,0,20,23,0,31,9,0,0,32,26,0,0,0,0,31,17,10,0,0,0
16K026,P.S. 006 Jesse Owens,All Students,2015-16,192,32,37,30,31,30,32,0,0,0,89,103,0,136,51,0,0,90,28,28,26,8,34,89,22,36,23,8,31
16K026,P.S. 006 Jesse Owens,Attend school outside district of residence,2015-16,43,0,6,0,7,9,11,0,0,0,23,20,0,35,7,0,0,27,11,6,0,0,10,26,7,11,0,0,8
16K026,P.S. 006 Jesse Owens,English Language Learners,2015-16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16K026,P.S. 006 Jesse Owens,Poverty,2015-16,192,32,37,30,31,30,32,0,0,0,89,103,0,136,51,0,0,90,28,28,26,8,34,89,22,36,23,8,31
16K026,P.S. 006 Jesse Owens,Reside in temporary housing,2015-16,42,0,8,9,8,0,9,0,0,0,17,25,0,29,12,0,0,22,9,7,0,0,6,21,0,7,8,0,9
16K026,P.S. 006 Jesse Owens,Students with Disabilities,2015-16,54,0,0,6,17,11,11,0,0,0,13,41,0,36,16,0,0,39,21,12,0,0,6,38,15,10,0,0,13
16K028,P.S. 008 The Warren Prep Academy,All Students,2015-16,183,15,35,34,32,35,32,0,0,0,94,89,0,152,19,0,9,90,36,36,0,0,18,93,43,39,0,0,11
16K028,P.S. 008 The Warren Prep Academy,Attend school outside district of residence,2015-16,49,0,7,9,12,13,0,0,0,0,31,18,0,45,0,0,0,32,10,16,0,0,6,32,18,12,0,0,0
16K028,P.S. 008 The Warren Prep Academy,English Language Learners,2015-16,19,0,0,0,0,0,0,0,0,0,6,13,0,6,6,0,6,0,0,0,0,0,0,6,0,0,0,0,0
16K028,P.S. 008 The Warren Prep Academy,Poverty,2015-16,171,14,34,34,27,33,29,0,0,0,88,83,0,142,19,0,9,82,34,33,0,0,15,84,39,35,0,0,10
16K028,P.S. 008 The Warren Prep Academy,Reside in temporary housing,2015-16,27,0,0,6,0,0,7,0,0,0,14,13,0,27,0,0,0,17,9,7,0,0,0,17,10,0,0,0,0
16K028,P.S. 008 The Warren Prep Academy,Students with Disabilities,2015-16,33,0,0,0,0,11,8,0,0,0,0,0,0,27,6,0,0,18,16,0,0,0,0,17,15,0,0,0,0
16K035,M.S. 035 Stephen Decatur,All Students,2015-16,168,0,0,0,0,0,0,46,63,59,79,89,0,142,23,0,0,161,34,91,0,0,36,135,34,72,0,0,29
16K035,M.S. 035 Stephen Decatur,Attend school outside district of residence,2015-16,54,0,0,0,0,0,0,9,20,25,23,31,0,49,0,0,0,52,12,26,0,0,14,42,7,23,0,0,12
16K035,M.S. 035 Stephen Decatur,English Language Learners,2015-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16K035,M.S. 035 Stephen Decatur,Poverty,2015-16,168,0,0,0,0,0,0,46,63,59,79,89,0,142,23,0,0,161,34,91,0,0,36,135,34,72,0,0,29
16K035,M.S. 035 Stephen Decatur,Reside in temporary housing,2015-16,26,0,0,0,0,0,0,0,11,0,10,16,0,21,0,0,0,23,8,13,0,0,0,22,8,11,0,0,0
16K035,M.S. 035 Stephen Decatur,Students with Disabilities,2015-16,49,0,0,0,0,0,0,12,22,15,23,26,0,42,7,0,0,44,18,23,0,0,0,43,21,20,0,0,0
16K040,P.S. 040 George W. Carver,All Students,2015-16,270,49,40,49,46,50,36,0,0,0,125,145,9,207,46,0,0,126,63,38,0,0,25,125,63,37,16,9,25
16K040,P.S. 040 George W. Carver,Attend school outside district of residence,2015-16,72,0,0,15,14,16,0,0,0,0,30,42,0,64,8,0,0,38,21,9,0,0,8,37,18,11,0,0,8
16K040,P.S. 040 George W. Carver,English Language Learners,2015-16,18,7,0,0,0,0,0,0,0,0,6,12,0,0,12,0,0,6,0,0,0,0,0,6,0,0,0,0,0
16K040,P.S. 040 George W. Carver,Poverty,2015-16,270,49,40,49,46,50,36,0,0,0,125,145,9,207,46,0,0,126,63,38,0,0,25,125,63,37,16,9,25
16K040,P.S. 040 George W. Carver,Reside in temporary housing,2015-16,35,6,6,10,0,6,0,0,0,0,12,23,0,31,0,0,0,12,0,6,0,0,0,11,7,0,0,0,0
16K040,P.S. 040 George W. Carver,Students with Disabilities,2015-16,70,0,0,14,13,21,13,0,0,0,21,49,0,52,13,0,0,45,35,9,0,0,0,44,32,6,0,0,6
16K057,J.H.S. 057 Whitelaw Reid,All Students,2015-16,169,0,0,0,0,0,0,65,50,54,77,92,0,112,54,0,0,159,59,66,27,7,34,157,69,60,20,8,28
16K057,J.H.S. 057 Whitelaw Reid,Attend school outside district of residence,2015-16,58,0,0,0,0,0,0,11,26,21,29,29,0,43,14,0,0,57,19,23,0,0,15,55,22,23,0,0,10
16K057,J.H.S. 057 Whitelaw Reid,English Language Learners,2015-16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16K057,J.H.S. 057 Whitelaw Reid,Poverty,2015-16,169,0,0,0,0,0,0,65,50,54,77,92,0,112,54,0,0,159,59,66,27,7,34,157,69,60,20,8,28
16K057,J.H.S. 057 Whitelaw Reid,Reside in temporary housing,2015-16,47,0,0,0,0,0,0,14,19,14,18,29,0,30,15,0,0,45,23,16,0,0,6,44,22,16,0,0,6
16K057,J.H.S. 057 Whitelaw Reid,Students with Disabilities,2015-16,51,0,0,0,0,0,0,24,15,12,16,35,0,34,17,0,0,46,33,11,0,0,0,45,32,11,0,0,0
16K081,P.S. 081 Thaddeus Stevens,All Students,2015-16,285,51,49,40,48,46,51,0,0,0,138,147,0,159,108,10,0,134,56,47,0,0,31,134,51,61,16,6,22
16K081,P.S. 081 Thaddeus Stevens,Attend school outside district of residence,2015-16,49,6,9,9,7,6,12,0,0,0,24,25,0,27,22,0,0,18,7,9,0,0,0,18,7,9,0,0,0
16K081,P.S. 081 Thaddeus Stevens,English Language Learners,2015-16,24,0,6,0,6,0,0,0,0,0,8,16,0,0,20,0,0,9,7,0,0,0,0,9,0,0,0,0,0
16K081,P.S. 081 Thaddeus Stevens,Poverty,2015-16,265,47,45,37,47,44,45,0,0,0,130,135,0,146,102,10,0,126,54,45,0,0,27,126,47,58,0,0,21
16K081,P.S. 081 Thaddeus Stevens,Reside in temporary housing,2015-16,74,14,11,12,18,9,10,0,0,0,36,38,0,41,28,0,0,30,15,13,0,0,0,30,16,11,0,0,0
16K081,P.S. 081 Thaddeus Stevens,Students with Disabilities,2015-16,81,14,12,12,15,9,19,0,0,0,24,57,0,41,35,0,0,37,24,10,0,0,0,37,15,16,0,0,6
